Ticker,"Sustainalytics ESG Risk Score 
 2012-01","Sustainalytics ESG Risk Score 
 2012-02","Sustainalytics ESG Risk Score 
 2012-03","Sustainalytics ESG Risk Score 
 2012-04","Sustainalytics ESG Risk Score 
 2012-05","Sustainalytics ESG Risk Score 
 2012-06","Sustainalytics ESG Risk Score 
 2012-07","Sustainalytics ESG Risk Score 
 2012-08","Sustainalytics ESG Risk Score 
 2012-09","Sustainalytics ESG Risk Score 
 2012-10","Sustainalytics ESG Risk Score 
 2012-11","Sustainalytics ESG Risk Score 
 2012-12","Sustainalytics ESG Risk Score 
 2013-01","Sustainalytics ESG Risk Score 
 2013-02","Sustainalytics ESG Risk Score 
 2013-03","Sustainalytics ESG Risk Score 
 2013-04","Sustainalytics ESG Risk Score 
 2013-05","Sustainalytics ESG Risk Score 
 2013-06","Sustainalytics ESG Risk Score 
 2013-07","Sustainalytics ESG Risk Score 
 2013-08","Sustainalytics ESG Risk Score 
 2013-09","Sustainalytics ESG Risk Score 
 2013-10","Sustainalytics ESG Risk Score 
 2013-11","Sustainalytics ESG Risk Score 
 2013-12","Sustainalytics ESG Risk Score 
 2014-01","Sustainalytics ESG Risk Score 
 2014-02","Sustainalytics ESG Risk Score 
 2014-03","Sustainalytics ESG Risk Score 
 2014-04","Sustainalytics ESG Risk Score 
 2014-05","Sustainalytics ESG Risk Score 
 2014-06","Sustainalytics ESG Risk Score 
 2014-07","Sustainalytics ESG Risk Score 
 2014-08","Sustainalytics ESG Risk Score 
 2014-09","Sustainalytics ESG Risk Score 
 2014-10","Sustainalytics ESG Risk Score 
 2014-11","Sustainalytics ESG Risk Score 
 2014-12","Sustainalytics ESG Risk Score 
 2015-01","Sustainalytics ESG Risk Score 
 2015-02","Sustainalytics ESG Risk Score 
 2015-03","Sustainalytics ESG Risk Score 
 2015-04","Sustainalytics ESG Risk Score 
 2015-05","Sustainalytics ESG Risk Score 
 2015-06","Sustainalytics ESG Risk Score 
 2015-07","Sustainalytics ESG Risk Score 
 2015-08","Sustainalytics ESG Risk Score 
 2015-09","Sustainalytics ESG Risk Score 
 2015-10","Sustainalytics ESG Risk Score 
 2015-11","Sustainalytics ESG Risk Score 
 2015-12","Sustainalytics ESG Risk Score 
 2016-01","Sustainalytics ESG Risk Score 
 2016-02","Sustainalytics ESG Risk Score 
 2016-03","Sustainalytics ESG Risk Score 
 2016-04","Sustainalytics ESG Risk Score 
 2016-05","Sustainalytics ESG Risk Score 
 2016-06","Sustainalytics ESG Risk Score 
 2016-07","Sustainalytics ESG Risk Score 
 2016-08","Sustainalytics ESG Risk Score 
 2016-09","Sustainalytics ESG Risk Score 
 2016-10","Sustainalytics ESG Risk Score 
 2016-11","Sustainalytics ESG Risk Score 
 2016-12","Sustainalytics ESG Risk Score 
 2017-01","Sustainalytics ESG Risk Score 
 2017-02","Sustainalytics ESG Risk Score 
 2017-03","Sustainalytics ESG Risk Score 
 2017-04","Sustainalytics ESG Risk Score 
 2017-05","Sustainalytics ESG Risk Score 
 2017-06","Sustainalytics ESG Risk Score 
 2017-07","Sustainalytics ESG Risk Score 
 2017-08","Sustainalytics ESG Risk Score 
 2017-09","Sustainalytics ESG Risk Score 
 2017-10","Sustainalytics ESG Risk Score 
 2017-11","Sustainalytics ESG Risk Score 
 2017-12","Sustainalytics ESG Risk Score 
 2018-01","Sustainalytics ESG Risk Score 
 2018-02","Sustainalytics ESG Risk Score 
 2018-03","Sustainalytics ESG Risk Score 
 2018-04","Sustainalytics ESG Risk Score 
 2018-05","Sustainalytics ESG Risk Score 
 2018-06","Sustainalytics ESG Risk Score 
 2018-07","Sustainalytics ESG Risk Score 
 2018-08","Sustainalytics ESG Risk Score 
 2018-09","Sustainalytics ESG Risk Score 
 2018-10","Sustainalytics ESG Risk Score 
 2018-11","Sustainalytics ESG Risk Score 
 2018-12","Sustainalytics ESG Risk Score 
 2019-01","Sustainalytics ESG Risk Score 
 2019-02","Sustainalytics ESG Risk Score 
 2019-03","Sustainalytics ESG Risk Score 
 2019-04","Sustainalytics ESG Risk Score 
 2019-05","Sustainalytics ESG Risk Score 
 2019-06"
IRTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,49,49,49,49,,49,49,49,,49,49,49,49,49,50,50,50,50,50,50,50
IRDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,,,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49
IRBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,45,45,45,45,45,45,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,44,44,44,44,44,44,44
IRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,45,45,45,45,45,45,45,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48
ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,47,47,47,47,47,47,47,47,47,47,50,50,50,50,50,50
ITRI,58,58,60,60,59,60,60,59,59,,60,,,,,,,,,,60,,,,,60,,,61,,,,,,,,,,,,,,62,62,,,,,62,,,61,61,61,,61,61,,,,,56,56,56,56,56,56,56,56,55,55,55,55,55,55,52,52,52,52,52,52,52,52,58,58,58,58,58,58,58
ITRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50
ISEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
JJSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,44,,44,,,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
JKHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,46,46,,,,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
JACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,,45,44,47,47,47,47,47
JRVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,,48,48,48,,48,47,47,47,47,47,,47,47,47,47,47,,47,47,47,47,47,47,47,47,47,47,47
JAMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,47,47,47,,47,,,47,47,47,47,47,52,52,52,,,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,49,49,49
JBHT,53,52,52,52,51,52,52,51,51,,,,,,,,54,,,,,,,,,,,,54,56,,,,,,,,,54,,,,53,53,53,,53,47,47,47,47,47,47,47,47,47,47,,47,,47,41,41,46,46,46,46,46,46,47,47,47,47,46,46,46,46,46,46,46,46,46,46,46,44,44,44,44,44,44
JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,44,43,43,43,43,43,43,45,45,45,45,45,45,45,,45,45,45,43,43,43,42,42,42,42,42,42,42
JBLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,52,,,,,52,52,,52,51,51,51,51,49,49,49,49,49,49,49,49,49,53,53,53,53,52,52,52,53,53,53,53,52
FROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
JBSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,44,,44,,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,47,47,47,47
JOUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,48,48,48,48,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
JNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
YY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,47,47,47,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
KALU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,,42,,,42,42,42,42,42,42,42,42,42,42,43,43,43,43,,43,43,43,44,44,,44,44,44,44,44,44,44,44,44,44
KALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,44,44,44,44,44,44,44,44
KLTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
KRNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,45,,,45,45,45,45,45,45,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
KELYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,47,47,,,,47,47,47,52,52,52,52,52,52,52,52,,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,51,51
KELYB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,47,47,,,,47,47,47,52,52,52,52,52,52,52,52,,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,51,51
KMPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,43
KFRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,45,45,45,,,45,45,45,48,48,48,48,48,48,48,48,48,,48,48,48,48,46,46,46,46,46,46,46,46,46,46,46,46,46
KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,58,,,,,58,58,58,58,58,58,58,58,60,60,60,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58
KBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,45,45,45,,,,45,45,47,47,47,47,47,47,49,49,49,,49,49,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,43
KNTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44
KLAC,58,58,58,58,57,58,58,58,60,,,,,,,,61,,,,,,61,,,61,,63,64,,64,,,,,,,,64,,,,61,63,66,66,66,66,66,,66,66,63,63,63,63,63,,,,63,63,63,68,68,68,68,68,68,68,68,68,,68,68,68,68,68,68,68,68,70,70,70,70,70,71,71,71,71
KLXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,51
KOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42
KOPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,48,48,48,48,48,48,48,48,48,48,48,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
KRNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,43,43,43,43,43,43,43,43,43,46,46,46,46,46,46,46
KTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,,47,,,,47,47,47,47,47,47,47,47,47,48,,48,48,48,48,48,48,54,54,54,54,54,54,54,54,54,54,54,54,54
DNUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,53,53,53,53,53,53,53,53,53,57,57,57,57
KURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,43,43,43
KRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,49,,,,,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,49,49,49,49,49
KYMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,48,,,48,48,46,46,46,46,46,47,47,47,47,47,,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48
LKFN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,49,,,49,,,49,49,48,48,48,48,48,48,48,48,48,48,,48,48,48,48,48,48,48,48,45,45,45,45,45,45,45
LRCX,58,58,58,57,57,57,57,57,,,,,,,,56,60,,60,,,,,,,60,,,,61,,,,,,,,,,,,,59,66,,66,,,66,,66,66,67,68,,68,68,,,67,,67,67,67,67,67,67,67,72,73,73,72,,72,72,72,72,72,72,72,70,70,69,69,69,69,70,70,70,70
LAMR,49,49,49,49,49,49,49,50,,,,,,,,,,,,,,,,,,50,,53,,,,,,,,,,,,,,,52,52,52,52,52,52,52,,52,52,52,52,,52,52,,,,52,46,46,46,47,47,47,47,47,49,49,49,49,49,49,49,49,,49,49,49,49,49,49,49,49,49,49,52,52
LANC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,44,,44,,,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46
LNDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,44,,44,,,44,44,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
LARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,62,,61,,,,60,60,,60,60,,60,,,60,60,60,,60,60,,,,,60,60,60,60,60,66,66,66,60,60,60,60,60,60,60,,60,60,60,60,60,60,62,62,62,62,61,61,61
LSEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSTR,69,69,69,69,69,69,69,66,,,,,,,,,,,,,,,,,,66,,61,,,,,,,,,,,,,,,60,60,60,,,,60,,,60,60,60,,60,60,,,,,60,60,60,60,60,60,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,62,62,62
LNTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,49,49,,,,,,,,,,,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
LGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,57,,,,,57,57,56,56,56,56,56,56,57,57,57,,57,57,57,57,54,54,54,54,54,54,54,54,54,54,54,54,54
LAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,47,47,47,47,47,47,47,47,47,,49,49,49,49,49,49,49
LAZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
LZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,52,,,,,,52,49,49,49,49,49,49,49,49,49,49,,49,49,49,,49,49,49,49,49,49,49,49,49,49,49,49
TREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,,,47,,,47,47,46,46,46,46,46,47,47,47,47,47,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
LESL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,,,,,,42,42,42,42,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43
LX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,46,,46,46,46,46,,46,46,46,46,,46,,46,46,46,46,46,46,,46,46,46,46,46,46,46,46,46,46
LHCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,49,,,,,,49,48,48,48,48,48,48,50,50,50,50,,50,50,50,50,50,50,50,50,50,52,52,52,52,52,52,52
LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,47,48,44,44,44,44,44,44,44,44,44,44,44
BATRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,47,48,44,44,44,44,44,44,44,44,44,44,44
LBRDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,,47,,,47,47,47,,47,47,,47,,,47,48,48,48,48,48,48,48,47,47,47,47,46,46,46,46,,46,46,46,46,47,47,47,47,47,47,47,47
LBRDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,,47,,,47,47,47,,47,47,,47,,,47,48,48,48,48,48,48,48,47,47,47,47,46,46,46,46,,46,46,46,46,47,47,47,47,47,47,47,47
FWONA,,,,,,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,45,45,45,,45,,45,,45,44,44,44,,44,44,44,44,44,44,44,44,44,,,,,,,,,,,44,44,44,,44,44,44,44,44,44,44,44,44,44,44,44
FWONK,,,,,,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,45,45,45,,45,,45,,45,44,44,44,,44,44,44,44,44,44,44,44,44,,,,,,,,,,,44,44,44,,44,44,44,44,44,44,44,44,44,44,44,44
LBTYK,56,56,56,56,56,56,58,58,,,,,,,,,,,,,,63,,,,,,,64,,,,,,,,68,,68,69,,,67,67,67,,67,,70,,,70,70,70,,70,70,,,,73,71,71,71,71,71,71,71,71,73,73,73,71,71,71,71,71,,71,71,69,69,69,69,69,69,69,69,69,69
LBTYA,56,56,56,56,56,56,58,58,,,,,,,,,,,,,,63,,,,,,,64,,,,,,,,68,,68,69,,,67,67,67,,67,,70,,,70,70,70,,70,70,,,,73,71,71,71,71,71,71,71,71,73,73,73,71,71,71,71,71,,71,71,69,69,69,69,69,69,69,69,69,69
LBTYB,56,56,56,56,56,56,58,58,,,,,,,,,,,,,,63,,,,,,,64,,,,,,,,68,,68,69,,,67,67,67,,67,,70,,,70,70,70,,70,70,,,,73,71,71,71,71,71,71,71,71,73,73,73,71,71,71,71,71,,71,71,69,69,69,69,69,69,69,69,69,69
LILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
LILAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
LSXMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,47,47,46,46,46,46,46,46,45,45,45,45,45,45,46,46,,46,44,44,44,44,44,44,44,44,44,44,44
LSXMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,47,47,46,46,46,46,46,46,45,45,45,45,45,45,46,46,,46,44,44,44,44,44,44,44,44,44,44,44
LSXMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,47,47,46,46,46,46,46,46,45,45,45,45,45,45,46,46,,46,44,44,44,44,44,44,44,44,44,44,44
